"ROUTEVIEWS_COLLECTOR","ASNUMBER","REGION","PREFIXES"
"route-views.rio.routeviews.org","7195","CO","lacnic"
"route-views.rio.routeviews.org","199524","LU","ripencc"
"route-views.routeviews.org","3356","US","arin"
"route-views.routeviews.org","7018","US","arin"
"route-views.routeviews.org","57866","NL","ripencc"
"route-views.routeviews.org","6939","US","arin"
"route-views.routeviews.org","3257","US","ripencc"
"route-views.routeviews.org","49788","NO","ripencc"
"route-views.routeviews.org","8283","NL","ripencc"
"route-views.routeviews.org","1351","US","arin"
"route-views.routeviews.org","701","US","arin"
"route-views.routeviews.org","20130","US","arin"
"route-views.routeviews.org","1239","US","arin"
"route-views.routeviews.org","852","CA","arin"
"route-views.routeviews.org","4901","US","arin"
"route-views.routeviews.org","53767","US","arin"
"route-views.routeviews.org","3333","NL","ripencc"
"route-views.routeviews.org","3267","RU","ripencc"
"route-views.routeviews.org","20080","US","arin"
"route-views.routeviews.org","24441","KH","apnic"
"route-views.routeviews.org","2497","JP","apnic"
"route-views.routeviews.org","1221","AU","apnic"
"route-views.routeviews.org","7660","JP","apnic"
"route-views.routeviews.org","3561","US","arin"
"route-views.routeviews.org","3549","US","arin"
"route-views.routeviews.org","19214","US","arin"
"route-views.routeviews.org","101","US","arin"
"route-views.routeviews.org","20912","IT","ripencc"
"route-views.routeviews.org","3303","CH","ripencc"
"route-views.routeviews.org","7575","AU","apnic"
"route-views.routeviews.org","3303","CH","ripencc"
"route-views.routeviews.org","101","US","arin"
"route-views.routeviews.org","20912","IT","ripencc"
"route-views.routeviews.org","24441","KH","apnic"
"route-views.routeviews.org","701","US","arin"
"route-views.routeviews.org","53767","US","arin"
"route-views.routeviews.org","49788","NO","ripencc"
"route-views.saopaulo.routeviews.org","28571","BR","lacnic"
"route-views.saopaulo.routeviews.org","14026","BR","lacnic"
"route-views.saopaulo.routeviews.org","28589","BR","lacnic"
"route-views.saopaulo.routeviews.org","28329","BR","lacnic"
"route-views.saopaulo.routeviews.org","26162","BR","lacnic"
"route-views.saopaulo.routeviews.org","28329","BR","lacnic"
"route-views.saopaulo.routeviews.org","53013","BR","lacnic"
"route-views.saopaulo.routeviews.org","263047","BR","lacnic"
"route-views.saopaulo.routeviews.org","52888","BR","lacnic"
"route-views.saopaulo.routeviews.org","53237","BR","lacnic"
"route-views.saopaulo.routeviews.org","53013","BR","lacnic"
"route-views.saopaulo.routeviews.org","52940","BR","lacnic"
"route-views.saopaulo.routeviews.org","52863","BR","lacnic"
"route-views.saopaulo.routeviews.org","28283","BR","lacnic"
"route-views.saopaulo.routeviews.org","19551","US","arin"
"route-views.saopaulo.routeviews.org","53240","BR","lacnic"
"route-views.saopaulo.routeviews.org","262612","BR","lacnic"
"route-views.saopaulo.routeviews.org","262317","BR","lacnic"
"route-views.saopaulo.routeviews.org","262757","BR","lacnic"
"route-views.saopaulo.routeviews.org","26162","BR","lacnic"
"route-views.saopaulo.routeviews.org","26162","BR","lacnic"
"route-views.saopaulo.routeviews.org","28571","BR","lacnic"
"route-views.saopaulo.routeviews.org","28589","BR","lacnic"
"route-views.saopaulo.routeviews.org","28329","BR","lacnic"
"route-views.saopaulo.routeviews.org","20121","BR","lacnic"
"route-views.saopaulo.routeviews.org","26162","BR","lacnic"
"route-views.saopaulo.routeviews.org","26162","BR","lacnic"
"route-views.sfmix.routeviews.org","12276","US","arin"
"route-views.sfmix.routeviews.org","32354","US","arin"
"route-views.sfmix.routeviews.org","10310","US","arin"
"route-views.sfmix.routeviews.org","14061","US","arin"
"route-views.sfmix.routeviews.org","10310","US","arin"
"route-views.sfmix.routeviews.org","26415","US","arin"
"route-views.sfmix.routeviews.org","397715","US","arin"
"route-views.sfmix.routeviews.org","47787","PT","ripencc"
"route-views.sfmix.routeviews.org","397131","CA","arin"
"route-views.sfmix.routeviews.org","398493","US","arin"
"route-views.sfmix.routeviews.org","63055","US","arin"
"route-views.sfmix.routeviews.org","63055","US","arin"
"route-views.sfmix.routeviews.org","10310","US","arin"
"route-views.sfmix.routeviews.org","10310","US","arin"
"route-views.sfmix.routeviews.org","12276","US","arin"
"route-views.sfmix.routeviews.org","26415","US","arin"
"route-views.sfmix.routeviews.org","32354","US","arin"
"route-views.sfmix.routeviews.org","47787","PT","ripencc"
"route-views.sfmix.routeviews.org","63055","US","arin"
"route-views.sfmix.routeviews.org","63055","US","arin"
"route-views.sfmix.routeviews.org","397131","CA","arin"
"route-views.sfmix.routeviews.org","397715","US","arin"
"route-views.sfmix.routeviews.org","398493","US","arin"
"route-views.sg.routeviews.org","132337","SG","apnic"
"route-views.sg.routeviews.org","9268","AU","apnic"
"route-views.sg.routeviews.org","137491","BD","apnic"
"route-views.sg.routeviews.org","62955","US","arin"
"route-views.sg.routeviews.org","17639","PH","apnic"
"route-views.sg.routeviews.org","38880","AU","apnic"
"route-views.sg.routeviews.org","199524","LU","ripencc"
"route-views.sg.routeviews.org","137367","ID","apnic"
"route-views.sg.routeviews.org","58952","MM","apnic"
"route-views.sg.routeviews.org","16552","US","arin"
"route-views.sg.routeviews.org","4637","HK","apnic"
"route-views.sg.routeviews.org","18106","SG","apnic"
"route-views.sg.routeviews.org","58682","BD","apnic"
"route-views.sg.routeviews.org","4844","SG","apnic"
"route-views.sg.routeviews.org","3491","US","arin"
"route-views.sg.routeviews.org","38182","MY","apnic"
"route-views.sg.routeviews.org","7713","ID","apnic"
"route-views.sg.routeviews.org","45634","SG","apnic"
"route-views.sg.routeviews.org","6762","IT","ripencc"
"route-views.sg.routeviews.org","9583","IN","apnic"
"route-views.sg.routeviews.org","24115","SG","apnic"
"route-views.sg.routeviews.org","24115","SG","apnic"
"route-views.sg.routeviews.org","7713","ID","apnic"
"route-views.sg.routeviews.org","24482","SG","apnic"
"route-views.sg.routeviews.org","45494","NP","apnic"
"route-views.sg.routeviews.org","136168","MM","apnic"
"route-views.sg.routeviews.org","59318","KH","apnic"
"route-views.sg.routeviews.org","14061","US","arin"
"route-views.sg.routeviews.org","9902","KH","apnic"
"route-views.sg.routeviews.org","4775","PH","apnic"
"route-views.sg.routeviews.org","59605","BH","ripencc"
"route-views.sg.routeviews.org","134363","SG","apnic"
"route-views.sg.routeviews.org","58601","BD","apnic"
"route-views.sg.routeviews.org","63516","ID","apnic"
"route-views.sg.routeviews.org","8529","OM","ripencc"
"route-views.sg.routeviews.org","24516","AU","apnic"
"route-views.sg.routeviews.org","8220","GB","ripencc"
"route-views.sg.routeviews.org","58511","AU","apnic"
"route-views.sg.routeviews.org","17639","PH","apnic"
"route-views.siex.routeviews.org","50839","IT","ripencc"
"route-views.siex.routeviews.org","212271","IT","ripencc"
"route-views.siex.routeviews.org","50839","IT","ripencc"
"route-views.siex.routeviews.org","212271","IT","ripencc"
"route-views.soxrs.routeviews.org","13004","RS","ripencc"
"route-views.soxrs.routeviews.org","13004","RS","ripencc"
"route-views.soxrs.routeviews.org","9009","GB","ripencc"
"route-views.soxrs.routeviews.org","13004","RS","ripencc"
"route-views.soxrs.routeviews.org","13004","RS","ripencc"
"route-views.soxrs.routeviews.org","9009","GB","ripencc"
"route-views.sydney.routeviews.org","63956","AU","apnic"
"route-views.sydney.routeviews.org","4739","AU","apnic"
"route-views.sydney.routeviews.org","9266","HK","apnic"
"route-views.sydney.routeviews.org","7575","AU","apnic"
"route-views.sydney.routeviews.org","63920","AU","apnic"
"route-views.sydney.routeviews.org","4826","AU","apnic"
"route-views.sydney.routeviews.org","199524","LU","ripencc"
"route-views.sydney.routeviews.org","3491","US","arin"
"route-views.sydney.routeviews.org","58511","AU","apnic"
"route-views.sydney.routeviews.org","24516","AU","apnic"
"route-views.sydney.routeviews.org","714","US","arin"
"route-views.sydney.routeviews.org","38880","AU","apnic"
"route-views.sydney.routeviews.org","62955","US","arin"
"route-views.sydney.routeviews.org","62955","US","arin"
"route-views.sydney.routeviews.org","135895","AU","apnic"
"route-views.sydney.routeviews.org","398465","US","arin"
"route-views.telxatl.routeviews.org","19151","US","arin"
"route-views.telxatl.routeviews.org","4181","US","arin"
"route-views.telxatl.routeviews.org","6939","US","arin"
"route-views.telxatl.routeviews.org","53274","US","arin"
"route-views.telxatl.routeviews.org","33132","US","arin"
"route-views.telxatl.routeviews.org","15008","US","arin"
"route-views.telxatl.routeviews.org","16700","US","arin"
"route-views.telxatl.routeviews.org","13760","US","arin"
"route-views.telxatl.routeviews.org","6082","US","arin"
"route-views.telxatl.routeviews.org","53828","US","arin"
"route-views.telxatl.routeviews.org","27446","US","arin"
"route-views.telxatl.routeviews.org","26744","US","arin"
"route-views.telxatl.routeviews.org","23367","US","arin"
"route-views.telxatl.routeviews.org","199524","LU","ripencc"
"route-views.uaeix.routeviews.org","48237","SA","ripencc"
"route-views.uaeix.routeviews.org","42473","AT","ripencc"
"route-views.uaeix.routeviews.org","4455","GB","ripencc"
"route-views.uaeix.routeviews.org","57187","AE","ripencc"
"route-views.uaeix.routeviews.org","60924","IE","ripencc"
"route-views.uaeix.routeviews.org","29357","KW","ripencc"
"route-views.uaeix.routeviews.org","62458","AE","ripencc"
"route-views.uaeix.routeviews.org","51375","BH","ripencc"
"route-views.uaeix.routeviews.org","21859","US","arin"
"route-views.uaeix.routeviews.org","60924","IE","ripencc"
"route-views.uaeix.routeviews.org","21245","TR","ripencc"
"route-views.uaeix.routeviews.org","35753","SA","ripencc"
"route-views.uaeix.routeviews.org","49832","AE","ripencc"
"route-views.uaeix.routeviews.org","49832","AE","ripencc"
"route-views.uaeix.routeviews.org","49832","AE","ripencc"
"route-views.uaeix.routeviews.org","4455","GB","ripencc"
"route-views.uaeix.routeviews.org","21245","TR","ripencc"
"route-views.uaeix.routeviews.org","21859","US","arin"
"route-views.uaeix.routeviews.org","29357","KW","ripencc"
"route-views.uaeix.routeviews.org","35753","SA","ripencc"
"route-views.uaeix.routeviews.org","48237","SA","ripencc"
"route-views.uaeix.routeviews.org","42473","AT","ripencc"
"route-views.uaeix.routeviews.org","49832","AE","ripencc"
"route-views.uaeix.routeviews.org","49832","AE","ripencc"
"route-views.uaeix.routeviews.org","49832","AE","ripencc"
"route-views.uaeix.routeviews.org","57187","AE","ripencc"
"route-views.uaeix.routeviews.org","60924","IE","ripencc"
"route-views.uaeix.routeviews.org","60924","IE","ripencc"
"route-views.uaeix.routeviews.org","62458","AE","ripencc"
"route-views.wide.routeviews.org","4777","JP","apnic"
"route-views.wide.routeviews.org","2500","JP","apnic"
"route-views.wide.routeviews.org","7500","JP","apnic"
"route-views.wide.routeviews.org","2497","JP","apnic"
"route-views2.routeviews.org","7018","US","arin"
"route-views2.routeviews.org","57866","NL","ripencc"
"route-views2.routeviews.org","22652","CA","arin"
"route-views2.routeviews.org","11537","US","arin"
"route-views2.routeviews.org","6939","US","arin"
"route-views2.routeviews.org","8492","RU","ripencc"
"route-views2.routeviews.org","57463","BG","ripencc"
"route-views2.routeviews.org","3257","US","ripencc"
"route-views2.routeviews.org","49788","NO","ripencc"
"route-views2.routeviews.org","31019","NL","ripencc"
"route-views2.routeviews.org","34224","BG","ripencc"
"route-views2.routeviews.org","11686","US","arin"
"route-views2.routeviews.org","2914","US","arin"
"route-views2.routeviews.org","701","US","arin"
"route-views2.routeviews.org","2152","US","arin"
"route-views2.routeviews.org","20130","US","arin"
"route-views2.routeviews.org","1239","US","arin"
"route-views2.routeviews.org","3130","EE","ripencc"
"route-views2.routeviews.org","3130","EE","ripencc"
"route-views2.routeviews.org","53767","US","arin"
"route-views2.routeviews.org","3741","ZA","afrinic"
"route-views2.routeviews.org","5413","GB","ripencc"
"route-views2.routeviews.org","1403","CA","arin"
"route-views2.routeviews.org","293","US","arin"
"route-views2.routeviews.org","18106","SG","apnic"
"route-views2.routeviews.org","24441","KH","apnic"
"route-views2.routeviews.org","2497","JP","apnic"
"route-views2.routeviews.org","1221","AU","apnic"
"route-views2.routeviews.org","7660","JP","apnic"
"route-views2.routeviews.org","23673","KH","apnic"
"route-views2.routeviews.org","3561","US","arin"
"route-views2.routeviews.org","3549","US","arin"
"route-views2.routeviews.org","3549","US","arin"
"route-views2.routeviews.org","20912","IT","ripencc"
"route-views2.routeviews.org","6539","CA","arin"
"route-views2.routeviews.org","3303","CH","ripencc"
"route-views2.saopaulo.routeviews.org","28352","BR","lacnic"
"route-views2.saopaulo.routeviews.org","266925","BR","lacnic"
"route-views2.saopaulo.routeviews.org","28352","BR","lacnic"
"route-views2.saopaulo.routeviews.org","61595","BR","lacnic"
"route-views2.saopaulo.routeviews.org","52814","BR","lacnic"
"route-views2.saopaulo.routeviews.org","264311","BR","lacnic"
"route-views2.saopaulo.routeviews.org","52694","BR","lacnic"
"route-views2.saopaulo.routeviews.org","266437","BR","lacnic"
"route-views2.saopaulo.routeviews.org","13786","US","arin"
"route-views2.saopaulo.routeviews.org","7195","CO","lacnic"
"route-views2.saopaulo.routeviews.org","267056","BR","lacnic"
"route-views2.saopaulo.routeviews.org","267279","BR","lacnic"
"route-views2.saopaulo.routeviews.org","268207","BR","lacnic"
"route-views2.saopaulo.routeviews.org","268976","BR","lacnic"
"route-views2.saopaulo.routeviews.org","263009","BR","lacnic"
"route-views2.saopaulo.routeviews.org","61832","BR","lacnic"
"route-views2.saopaulo.routeviews.org","16552","US","arin"
"route-views2.saopaulo.routeviews.org","28186","BR","lacnic"
"route-views2.saopaulo.routeviews.org","268551","BR","lacnic"
"route-views2.saopaulo.routeviews.org","263444","BR","lacnic"
"route-views2.saopaulo.routeviews.org","263541","BR","lacnic"
"route-views2.saopaulo.routeviews.org","267613","BR","lacnic"
"route-views2.saopaulo.routeviews.org","57695","US","ripencc"
"route-views2.saopaulo.routeviews.org","52873","BR","lacnic"
"route-views2.saopaulo.routeviews.org","61573","BR","lacnic"
"route-views2.saopaulo.routeviews.org","265187","BR","lacnic"
"route-views2.saopaulo.routeviews.org","37468","AO","afrinic"
"route-views2.saopaulo.routeviews.org","264409","BR","lacnic"
"route-views2.saopaulo.routeviews.org","199524","LU","ripencc"
"route-views2.saopaulo.routeviews.org","263237","CL","lacnic"
"route-views2.saopaulo.routeviews.org","265950","BR","lacnic"
"route-views2.saopaulo.routeviews.org","262507","BR","lacnic"
"route-views2.saopaulo.routeviews.org","262791","BR","lacnic"
"route-views2.saopaulo.routeviews.org","263009","BR","lacnic"
"route-views2.saopaulo.routeviews.org","199524","LU","ripencc"
"route-views2.saopaulo.routeviews.org","266413","BR","lacnic"
"route-views2.saopaulo.routeviews.org","52871","BR","lacnic"
"route-views2.saopaulo.routeviews.org","52694","BR","lacnic"
"route-views2.saopaulo.routeviews.org","266437","BR","lacnic"
"route-views2.saopaulo.routeviews.org","28352","BR","lacnic"
"route-views2.saopaulo.routeviews.org","266925","BR","lacnic"
"route-views2.saopaulo.routeviews.org","28352","BR","lacnic"
"route-views2.saopaulo.routeviews.org","61595","BR","lacnic"
"route-views2.saopaulo.routeviews.org","52814","BR","lacnic"
"route-views2.saopaulo.routeviews.org","264311","BR","lacnic"
"route-views2.saopaulo.routeviews.org","13786","US","arin"
"route-views2.saopaulo.routeviews.org","7195","CO","lacnic"
"route-views2.saopaulo.routeviews.org","267056","BR","lacnic"
"route-views2.saopaulo.routeviews.org","267279","BR","lacnic"
"route-views2.saopaulo.routeviews.org","268207","BR","lacnic"
"route-views2.saopaulo.routeviews.org","268976","BR","lacnic"
"route-views2.saopaulo.routeviews.org","263009","BR","lacnic"
"route-views2.saopaulo.routeviews.org","61832","BR","lacnic"
"route-views2.saopaulo.routeviews.org","16552","US","arin"
"route-views2.saopaulo.routeviews.org","28186","BR","lacnic"
"route-views2.saopaulo.routeviews.org","268551","BR","lacnic"
"route-views2.saopaulo.routeviews.org","263541","BR","lacnic"
"route-views2.saopaulo.routeviews.org","267613","BR","lacnic"
"route-views2.saopaulo.routeviews.org","57695","US","ripencc"
"route-views2.saopaulo.routeviews.org","52873","BR","lacnic"
"route-views2.saopaulo.routeviews.org","61573","BR","lacnic"
"route-views2.saopaulo.routeviews.org","265187","BR","lacnic"
"route-views2.saopaulo.routeviews.org","28260","BR","lacnic"
"route-views2.saopaulo.routeviews.org","37468","AO","afrinic"
"route-views2.saopaulo.routeviews.org","264409","BR","lacnic"
"route-views2.saopaulo.routeviews.org","199524","LU","ripencc"
"route-views2.saopaulo.routeviews.org","263237","CL","lacnic"
"route-views2.saopaulo.routeviews.org","262507","BR","lacnic"
"route-views2.saopaulo.routeviews.org","262791","BR","lacnic"
"route-views2.saopaulo.routeviews.org","263009","BR","lacnic"
"route-views2.saopaulo.routeviews.org","199524","LU","ripencc"
"route-views2.saopaulo.routeviews.org","266413","BR","lacnic"
"route-views2.saopaulo.routeviews.org","52871","BR","lacnic"
"route-views3.routeviews.org","8289","SE","ripencc"
"route-views3.routeviews.org","202365","TR","ripencc"
"route-views3.routeviews.org","54574","US","arin"
"route-views3.routeviews.org","63927","HK","apnic"
"route-views3.routeviews.org","64116","PE","lacnic"
"route-views3.routeviews.org","207740","EG","ripencc"
"route-views3.routeviews.org","11537","US","arin"
"route-views3.routeviews.org","6939","US","arin"
"route-views3.routeviews.org","19653","US","arin"
"route-views3.routeviews.org","40387","US","arin"
"route-views3.routeviews.org","5650","US","arin"
"route-views3.routeviews.org","3280","RO","ripencc"
"route-views3.routeviews.org","29479","NO","ripencc"
"route-views3.routeviews.org","39120","IT","ripencc"
"route-views3.routeviews.org","3257","US","ripencc"
"route-views3.routeviews.org","39120","IT","ripencc"
"route-views3.routeviews.org","38136","HK","apnic"
"route-views3.routeviews.org","14315","US","arin"
"route-views3.routeviews.org","207740","EG","ripencc"
"route-views3.routeviews.org","54574","US","arin"
"route-views3.routeviews.org","46450","US","arin"
"route-views3.routeviews.org","55222","CA","arin"
"route-views3.routeviews.org","38136","HK","apnic"
"route-views3.routeviews.org","38136","HK","apnic"
"route-views3.routeviews.org","14840","BR","lacnic"
"route-views3.routeviews.org","61568","BR","lacnic"
"route-views3.routeviews.org","22388","US","arin"
"route-views3.routeviews.org","39351","SE","ripencc"
"route-views3.routeviews.org","202365","TR","ripencc"
"route-views3.routeviews.org","3292","DK","ripencc"
"route-views3.routeviews.org","3216","RU","ripencc"
"route-views3.routeviews.org","3216","RU","ripencc"
"route-views3.routeviews.org","396390","US","arin"
"route-views3.routeviews.org","141712","HK","apnic"
"route-views3.routeviews.org","263237","CL","lacnic"
"route-views3.routeviews.org","38001","SG","apnic"
"route-views3.routeviews.org","9268","AU","apnic"
"route-views3.routeviews.org","9268","AU","apnic"
"route-views3.routeviews.org","209","US","arin"
"route-views3.routeviews.org","209","US","arin"
"route-views3.routeviews.org","209","US","arin"
"route-views3.routeviews.org","3561","US","arin"
"route-views3.routeviews.org","5645","CA","arin"
"route-views3.routeviews.org","40630","US","arin"
"route-views3.routeviews.org","45352","MY","apnic"
"route-views3.routeviews.org","396390","US","arin"
"route-views3.routeviews.org","54574","US","arin"
"route-views3.routeviews.org","206064","GB","ripencc"
"route-views3.routeviews.org","63927","HK","apnic"
"route-views3.routeviews.org","9268","AU","apnic"
"route-views3.routeviews.org","54574","US","arin"
"route-views3.routeviews.org","38136","HK","apnic"
"route-views3.routeviews.org","38001","SG","apnic"
"route-views3.routeviews.org","141237","HK","apnic"
"route-views3.routeviews.org","38173","AU","apnic"
"route-views3.routeviews.org","141237","HK","apnic"
"route-views3.routeviews.org","38136","HK","apnic"
"route-views3.routeviews.org","55222","CA","arin"
"route-views3.routeviews.org","19653","US","arin"
"route-views3.routeviews.org","14315","US","arin"
"route-views3.routeviews.org","46450","US","arin"
"route-views3.routeviews.org","5645","CA","arin"
"route-views3.routeviews.org","40630","US","arin"
"route-views3.routeviews.org","22388","US","arin"
"route-views3.routeviews.org","64116","PE","lacnic"
"route-views3.routeviews.org","14840","BR","lacnic"
"route-views3.routeviews.org","202365","TR","ripencc"
"route-views3.routeviews.org","39120","IT","ripencc"
"route-views3.routeviews.org","29479","NO","ripencc"
"route-views3.routeviews.org","39351","SE","ripencc"
"route-views3.routeviews.org","3280","RO","ripencc"
"route-views3.routeviews.org","141694","CN","apnic"
"route-views3.routeviews.org","141694","CN","apnic"
"route-views4.routeviews.org","141011","HK","apnic"
"route-views4.routeviews.org","56665","LU","ripencc"
"route-views4.routeviews.org","63956","AU","apnic"
"route-views4.routeviews.org","1299","SE","ripencc"
"route-views4.routeviews.org","23367","US","arin"
"route-views4.routeviews.org","39120","IT","ripencc"
"route-views4.routeviews.org","39120","IT","ripencc"
"route-views4.routeviews.org","59469","DK","ripencc"
"route-views4.routeviews.org","58682","BD","apnic"
"route-views4.routeviews.org","63956","AU","apnic"
"route-views4.routeviews.org","58511","AU","apnic"
"route-views4.routeviews.org","58511","AU","apnic"
"route-views4.routeviews.org","58511","AU","apnic"
"route-views4.routeviews.org","34288","CH","ripencc"
"route-views4.routeviews.org","45437","AU","apnic"
"route-views4.routeviews.org","38726","VN","apnic"
"route-views4.routeviews.org","38726","VN","apnic"
"route-views4.routeviews.org","38883","AU","apnic"
"route-views4.routeviews.org","2914","US","arin"
"route-views4.routeviews.org","1351","US","arin"
"route-views4.routeviews.org","2518","JP","apnic"
"route-views4.routeviews.org","19782","US","arin"
"route-views4.routeviews.org","19782","US","arin"
"route-views4.routeviews.org","32653","ZA","afrinic"
"route-views4.routeviews.org","59715","IT","ripencc"
"route-views4.routeviews.org","204028","DE","ripencc"
"route-views4.routeviews.org","61568","BR","lacnic"
"route-views4.routeviews.org","14041","US","arin"
"route-views4.routeviews.org","14041","US","arin"
"route-views4.routeviews.org","30950","NO","ripencc"
"route-views4.routeviews.org","3267","RU","ripencc"
"route-views4.routeviews.org","19754","US","arin"
"route-views4.routeviews.org","24482","SG","apnic"
"route-views4.routeviews.org","36236","US","arin"
"route-views4.routeviews.org","48292","TR","ripencc"
"route-views4.routeviews.org","2518","JP","apnic"
"route-views4.routeviews.org","7575","AU","apnic"
"route-views4.routeviews.org","2914","US","arin"
"route-views4.routeviews.org","11537","US","arin"
"route-views4.routeviews.org","30950","NO","ripencc"
"route-views4.routeviews.org","34288","CH","ripencc"
"route-views4.routeviews.org","38726","VN","apnic"
"route-views4.routeviews.org","63956","AU","apnic"
"route-views4.routeviews.org","38883","AU","apnic"
"route-views4.routeviews.org","58682","BD","apnic"
"route-views4.routeviews.org","24482","SG","apnic"
"route-views4.routeviews.org","45437","AU","apnic"
"route-views4.routeviews.org","141011","HK","apnic"
"route-views4.routeviews.org","23367","US","arin"
"route-views4.routeviews.org","19754","US","arin"
"route-views4.routeviews.org","36236","US","arin"
"route-views4.routeviews.org","1351","US","arin"
"route-views4.routeviews.org","61568","BR","lacnic"
"route-views4.routeviews.org","56665","LU","ripencc"
"route-views4.routeviews.org","209870","GB","ripencc"
"route-views4.routeviews.org","59715","IT","ripencc"
"route-views4.routeviews.org","59469","DK","ripencc"
"route-views5.routeviews.org","51930","GB","ripencc"
"route-views5.routeviews.org","207934","DK","ripencc"
"route-views5.routeviews.org","142582","CN","apnic"
"route-views5.routeviews.org","207934","DK","ripencc"
"route-views5.routeviews.org","142582","CN","apnic"
"route-views6.routeviews.org","7660","JP","apnic"
"route-views6.routeviews.org","2497","JP","apnic"
"route-views6.routeviews.org","2914","US","arin"
"route-views6.routeviews.org","209","US","arin"
"route-views6.routeviews.org","209","US","arin"
"route-views6.routeviews.org","209","US","arin"
"route-views6.routeviews.org","6939","US","arin"
"route-views6.routeviews.org","3257","US","ripencc"
"route-views6.routeviews.org","206064","GB","ripencc"
"route-views6.routeviews.org","31019","NL","ripencc"
"route-views6.routeviews.org","18106","SG","apnic"
"route-views6.routeviews.org","7018","US","arin"
"route-views6.routeviews.org","20912","IT","ripencc"
"route-views6.routeviews.org","58511","AU","apnic"
"route-views6.routeviews.org","58511","AU","apnic"
"route-views6.routeviews.org","58511","AU","apnic"
"route-views6.routeviews.org","58511","AU","apnic"
"route-views6.routeviews.org","58511","AU","apnic"
"route-views6.routeviews.org","23673","KH","apnic"
"route-views6.routeviews.org","24441","KH","apnic"
"route-views6.routeviews.org","140731","CN","apnic"
"route-views6.routeviews.org","140731","CN","apnic"
"route-views6.routeviews.org","1239","US","arin"
"route-views6.routeviews.org","701","US","arin"
"route-views6.routeviews.org","53767","US","arin"
"route-views6.routeviews.org","1403","CA","arin"
"route-views6.routeviews.org","22652","CA","arin"
"route-views6.routeviews.org","57463","BG","ripencc"
"route-views6.routeviews.org","57866","NL","ripencc"
"route-views6.routeviews.org","49788","NO","ripencc"
"route-views6.routeviews.org","141694","CN","apnic"
"route-views6.routeviews.org","141694","CN","apnic"
"route-views6.routeviews.org","141694","CN","apnic"
"route-views6.routeviews.org","141694","CN","apnic"
