,AS_rank_rank,AS_rank_source,AS_rank_longitude,AS_rank_latitude,AS_rank_numberAsns,AS_rank_numberPrefixes,AS_rank_numberAddresses,AS_rank_total,AS_rank_customer,AS_rank_peer,AS_rank_provider,AS_rank_iso,AS_rank_continent,is_personal_AS,peeringDB_info_ratio,peeringDB_info_traffic,peeringDB_info_scope,peeringDB_info_type,peeringDB_info_prefixes4,peeringDB_info_prefixes6,peeringDB_policy_general,peeringDB_ix_count,peeringDB_fac_count,peeringDB_created,is_in_peeringDB,AS_hegemony,nb_atlas_probes_v4,nb_atlas_probes_v6,nb_atlas_anchors,is_ris_peer_v4,is_ris_peer_v6,is_routeviews_peer,AS_rel_degree,cti_top,cti_origin,ASDB_C1L1,ASDB_C1L2
AS_rank_rank,1.0,0.33565524875352093,0.028496225792400055,-0.2797623981555011,-0.3003929934867536,-0.7216022463796364,-0.7676382116986405,-0.6451134007662579,-0.4450719055508093,-0.36614661724408304,-0.6342893314390665,0.39198397323479284,0.3279315242024735,0.037602985372621064,0.3710846588574506,-0.02580585312402323,0.36949634950429533,0.39243616859900826,-0.005088180189806451,0.006809989933275617,0.3584847852217969,-0.3277202896229219,-0.28907886298124497,0.5704623477522796,-0.3584861662338023,-0.03660912050277036,-0.06650540441785553,-0.04450429989433454,-0.05372373353854068,-0.09632097270460592,-0.08331959984121796,-0.07444819630853684,-0.13896045296881232,-0.04983018435889761,-0.20197716069443206,0.29079051734106864,0.29651643129645766
AS_rank_source,0.33565524875352093,1.0,0.7016141003135363,0.6515136359687513,0.2620453287040472,0.23408391571399464,0.3208538810493629,0.2864499784293083,0.11443435212479597,0.17841762797894153,0.31949250322368267,0.9871664047256744,0.9532123696537602,0.09409247520524187,0.12907235059684216,0.006001101292695369,0.3072194345650994,0.1409262076673034,0.01212027994597623,0.012950845874353084,0.1313211785705468,0.13696645317575545,0.09503050725545309,0.22850970720652608,0.2581082363684928,0.0114396906742235,0.03553283449853499,0.024322420404670704,0.026744649670670056,0.059391416895470596,0.050937482864269724,0.020981312106598943,0.05766512810404262,0.05623832048436593,0.1875718228795293,0.2443629069386939,0.1971041405172456
AS_rank_longitude,0.028496225792400055,0.7016141003135363,1.0,-0.10438614711892075,0.01445013914739287,-0.020125148341244403,-0.03893718238570175,-0.00591710460229285,0.018000554990891454,0.038644176466278775,-0.048568631835413115,0.7559107331050504,0.7091076232159818,0.0003650937032599975,0.04330690767324017,-0.0064161399256505965,0.29881674748723114,0.02491017572816533,0.0049186216779786695,0.00512073125368896,0.02662099142384501,0.06479092701837255,0.026824552516451317,0.513432457645266,0.02034353680947152,-0.006780468546728944,0.004065792821185903,-0.00012742239965347858,-0.002847580447571432,0.010183542673594875,0.009330635680363304,-0.006748035405309357,0.016309789321173614,0.01740248548448541,0.07198017249691928,0.11536721950396242,0.10551003955676527
AS_rank_latitude,-0.2797623981555011,0.6515136359687513,-0.10438614711892075,1.0,0.09139226877175065,0.2543536279948792,0.4769396826829474,0.3280533569836986,0.06954321142476463,0.08185854168255005,0.46783924277887046,0.7237042443120785,0.6745576243267863,-0.009463601133623585,0.09072330912545377,0.010653686620696693,0.2544782058091095,0.11890927618112601,-0.008300954062222725,-0.017941693225245248,0.061253807295320456,0.04406327353012333,0.09005281584508108,0.5398626651390017,-0.04049840329920453,0.015375328888533638,0.0407937463718293,0.028080377296934838,0.037799481382642136,0.04416854413566352,0.037962412211341515,0.00624196105042162,0.06258454560307046,-0.0018303868416024139,0.03161605097988878,0.20931139362939766,0.15772105516157411
AS_rank_numberAsns,-0.3003929934867536,0.2620453287040472,0.01445013914739287,0.09139226877175065,1.0,0.7006827797078662,0.4541885954600549,0.6389050309543354,0.9428752313576493,0.5154140811458094,0.32980352119976625,0.270204355822844,0.2582440722466123,-0.02056027034003791,0.367887461483895,0.13462659474284763,0.37006096188408777,0.434212490733077,0.09466727593888961,0.0741668357573062,0.37768135906525796,0.49106967772940113,0.48545290495359184,0.9144234986326985,0.33620068330046443,0.21280428037283772,0.20304968979072802,0.15381619730780244,0.10885786640916902,0.2584140934609746,0.2390156746860167,0.2334653497949613,0.42155909975966344,0.1656024710642678,0.3174050549238707,0.20391496078845703,0.23778170204083693
AS_rank_numberPrefixes,-0.7216022463796364,0.23408391571399464,-0.020125148341244403,0.2543536279948792,0.7006827797078662,1.0,0.8308805118941306,0.7796842972037392,0.7046562261089725,0.49244028127322564,0.6743652648641757,0.30087627429164415,0.22497213561797946,-0.04682388242760199,0.43662093848153216,0.0857063707024886,0.4363880872907877,0.47088083685581983,0.045644930597192046,0.029775459006663934,0.4350080474784203,0.4599436521076599,0.43134444037087677,0.767554291198787,0.41801257679463655,0.1284494434815696,0.14208093989252701,0.10061076458525103,0.09604491575844328,0.17817288562188335,0.16164685039156998,0.16378329318927504,0.28611506755400534,0.12142602204297719,0.34158456295736483,0.2998778461061661,0.33073129958062625
AS_rank_numberAddresses,-0.7676382116986405,0.3208538810493629,-0.03893718238570175,0.4769396826829474,0.4541885954600549,0.8308805118941306,1.0,0.7727197889273092,0.43933345904292004,0.37286874465235686,0.8453751259838669,0.4013653739365437,0.3099582411468075,-0.056557453850461695,0.3527148279508847,0.04270532094989543,0.34949666040830263,0.3745916134718314,0.01020885820936197,-0.004701689837372462,0.3443855887072181,0.3272897110987869,0.29812625978939955,0.5609714211101636,0.3405361771521236,0.06954681384219347,0.09370373415658273,0.06444310084075881,0.06352978375437632,0.11286535365238279,0.09762089000663096,0.0917088795270585,0.1722202055269225,0.06571200123841484,0.24155995912345077,0.31914508338655445,0.3146574990898284
AS_rank_total,-0.6451134007662579,0.2864499784293083,-0.00591710460229285,0.3280533569836986,0.6389050309543354,0.7796842972037392,0.7727197889273092,1.0,0.6463883560408475,0.8001362882728361,0.8077778105136817,0.35472440889161716,0.29095034707342243,-0.03119958478538012,0.512571354714603,0.08058328940396284,0.5187883356916075,0.5342629674632435,0.03762537264727488,0.025638504259714076,0.49824972481540436,0.6189560727895698,0.5340793119355814,0.8252600337756647,0.4841930834388103,0.10107929198249842,0.1394221718437169,0.10427511415089376,0.11204693373714379,0.2831652211287538,0.2552159632571456,0.21829175354481448,0.3876807827054942,0.0941805292539922,0.23035061028737777,0.27915646557904067,0.2862059453801262
AS_rank_customer,-0.4450719055508093,0.11443435212479597,0.018000554990891454,0.06954321142476463,0.9428752313576493,0.7046562261089725,0.43933345904292004,0.6463883560408475,1.0,0.5225476756748069,0.31449504260641525,0.1414023523248678,0.11080706310409083,-0.016050730674663383,0.3971340143541421,0.11043647331482027,0.3982225777559138,0.4572617342950248,0.0788108661240434,0.061502707583403655,0.3993060947676578,0.5028875145002503,0.4901821007667639,0.9224403965428573,0.3651051200710764,0.17360844187293198,0.19241965202918432,0.14143494703161594,0.10926337989260436,0.2392015759845612,0.2209006581805381,0.21281462008257607,0.38441757754377265,0.14825400931725236,0.3244186788856559,0.20787812642190287,0.24781122130135855
AS_rank_peer,-0.36614661724408304,0.17841762797894153,0.038644176466278775,0.08185854168255005,0.5154140811458094,0.49244028127322564,0.37286874465235686,0.8001362882728361,0.5225476756748069,1.0,0.37628994999745574,0.28141557527311906,0.1975295208714869,-0.0012108244643708691,0.5144991308642711,0.07773829931549439,0.5360575569949226,0.5300725517478398,0.04215545667471306,0.038216082444136705,0.48820969537709474,0.710803523034032,0.5835066459103458,0.949359340477392,0.46956833309743234,0.08084478198592193,0.13468706785645004,0.10652986271925373,0.12136905793861055,0.34716077987466365,0.31220393132624746,0.26115890673677233,0.43954032115228264,0.07591244575208222,0.1643647252966797,0.2001879936677972,0.23430502564205197
AS_rank_provider,-0.6342893314390665,0.31949250322368267,-0.048568631835413115,0.46783924277887046,0.32980352119976625,0.6743652648641757,0.8453751259838669,0.8077778105136817,0.31449504260641525,0.37628994999745574,1.0,0.3992071192718632,0.3173089333729465,-0.04712889702234455,0.322699567222315,0.02762641344915782,0.321873777494313,0.34141756034602694,-0.008505635167248784,-0.018391544376757725,0.3153673229178362,0.3343230506831183,0.2884999743451783,0.5641093094779633,0.31264531776996674,0.011702683274493548,0.04652849267534947,0.030242079935584247,0.06229246969619421,0.10081487589299379,0.08786100352694945,0.08071949245446702,0.15142134047812172,0.04218590738413149,0.13535661581962835,0.29763407849032963,0.24887776667039346
AS_rank_iso,0.39198397323479284,0.9871664047256744,0.7559107331050504,0.7237042443120785,0.270204355822844,0.30087627429164415,0.4013653739365437,0.35472440889161716,0.1414023523248678,0.28141557527311906,0.3992071192718632,1.0,0.9989871135772289,0.15880770081561385,0.16293902203001343,0.019166997822959924,0.295622505974791,0.1392664027070786,0.03850738494979448,0.05674754054174465,0.17619350317491247,0.22631358244046992,0.1898586579251724,0.29620490017686607,0.33983491777704933,0.020929751791585485,0.06272355578419342,0.05773875985364679,0.0630046870019563,0.11492776273213791,0.10200844953382412,0.07111162189020556,0.09368010104815475,0.22156961517234683,0.4443068379943936,0.18590338389980185,0.06639004450714199
AS_rank_continent,0.3279315242024735,0.9532123696537602,0.7091076232159818,0.6745576243267863,0.2582440722466123,0.22497213561797946,0.3099582411468075,0.29095034707342243,0.11080706310409083,0.1975295208714869,0.3173089333729465,0.9989871135772289,1.0,0.09105519548802492,0.12040849979110527,0.006311728099152639,0.29964355596883485,0.13228783619544945,0.009063734586843076,0.012127417793606632,0.13365878812525625,0.14444465679348126,0.10742203459323328,0.22388674656392463,0.26336397355962393,0.011582661490645785,0.03610648487382445,0.024736835562084454,0.025306731926794248,0.06027148689839223,0.05100480371838933,0.02459686279676834,0.060055967405943544,0.05875278888158317,0.18407876959529523,0.22699425293604134,0.18459222859605737
is_personal_AS,0.037602985372621064,0.09409247520524187,0.0003650937032599975,-0.009463601133623585,-0.02056027034003791,-0.04682388242760199,-0.056557453850461695,-0.03119958478538012,-0.016050730674663383,-0.0012108244643708691,-0.04712889702234455,0.15880770081561385,0.09105519548802492,1.0,0.10877526347712979,-0.001154166577934806,0.15478804759393056,0.31946677321774125,0.010602117157530828,0.0073895000233887955,0.10511234530840435,0.08283518383114963,0.023032364806707933,0.8483642201090889,0.09931634160992052,-0.001729590398412399,-0.0008363058272133389,0.0032848777398971607,0.001098385106644209,0.024461619122076516,0.03696516719043802,0.007245290943386619,-0.0021820236371945106,-0.002374583941879577,-0.01194068144858143,0.06470777864067621,0.07963395811716681
peeringDB_info_ratio,0.3710846588574506,0.12907235059684216,0.04330690767324017,0.09072330912545377,0.367887461483895,0.43662093848153216,0.3527148279508847,0.512571354714603,0.3971340143541421,0.5144991308642711,0.322699567222315,0.16293902203001343,0.12040849979110527,0.10877526347712979,1.0,0.06774397151126026,0.5252758426884392,0.5359988041663691,0.0911397362036177,0.12327794736623035,0.48603865689744197,0.6550066379027025,0.5741905401172763,0.882297532787566,0.9874576272206732,0.0417637552566981,0.07949573264817662,0.05850398623987009,0.08663203983626558,0.1591011179667219,0.1445602791250692,0.12666181999910803,0.16848147933244126,0.06080764753144434,0.1694368487962677,0.12398080048635714,0.1447541125918995
peeringDB_info_traffic,-0.02580585312402323,0.006001101292695369,-0.0064161399256505965,0.010653686620696693,0.13462659474284763,0.0857063707024886,0.04270532094989543,0.08058328940396284,0.11043647331482027,0.07773829931549439,0.02762641344915782,0.019166997822959924,0.006311728099152639,-0.001154166577934806,0.06774397151126026,1.0,0.08210022234700362,0.06316924950352935,0.11258257965844737,0.10114732959780036,0.06297682942419444,0.09187679268471742,0.12011375942726467,0.9221650274953067,0.039153784598904826,0.46004896844487747,0.09026185073683972,0.19367450491236152,0.0745321818357218,0.09202647497181211,0.09615986228287039,0.10048138995917513,0.3206711148971838,0.13742179349804495,0.04923494624256333,0.01631201437444874,0.030237850457516938
peeringDB_info_scope,0.36949634950429533,0.3072194345650994,0.29881674748723114,0.2544782058091095,0.37006096188408777,0.4363880872907877,0.34949666040830263,0.5187883356916075,0.3982225777559138,0.5360575569949226,0.321873777494313,0.295622505974791,0.29964355596883485,0.15478804759393056,0.5252758426884392,0.08210022234700362,1.0,0.40277816566177355,0.09272869017675343,0.11196831824480852,0.49247398439853796,0.6702345341906174,0.6070615031585148,0.882679137424458,0.9934411456052517,0.07544172381904736,0.09089745367076725,0.07337415848494314,0.09711542870594579,0.19343549740461072,0.18087713678978806,0.15156806876355983,0.20952571323681085,0.10652645171721763,0.19445234710631842,0.09762549707880823,0.11262665475240917
peeringDB_info_type,0.39243616859900826,0.1409262076673034,0.02491017572816533,0.11890927618112601,0.434212490733077,0.47088083685581983,0.3745916134718314,0.5342629674632435,0.4572617342950248,0.5300725517478398,0.34141756034602694,0.1392664027070786,0.13228783619544945,0.31946677321774125,0.5359988041663691,0.06316924950352935,0.40277816566177355,1.0,0.2788089328967253,0.4471867434731943,0.49479895491939957,0.6646905047065856,0.6006154193918696,0.882832915062988,0.9915481463724761,0.06633254831777567,0.08138625197771608,0.063018198217821,0.09835988011603622,0.17966423378027851,0.16903675522495362,0.14729720021161158,0.2121218843527484,0.09166594090907958,0.18026641260765208,0.1461988365238616,0.14096943716683877
peeringDB_info_prefixes4,-0.005088180189806451,0.01212027994597623,0.0049186216779786695,-0.008300954062222725,0.09466727593888961,0.045644930597192046,0.01020885820936197,0.03762537264727488,0.0788108661240434,0.04215545667471306,-0.008505635167248784,0.03850738494979448,0.009063734586843076,0.010602117157530828,0.0911397362036177,0.11258257965844737,0.09272869017675343,0.2788089328967253,1.0,0.7080963338666215,0.08136096870716483,0.08416067875949819,0.08880091755052308,0.9882114927405231,0.07481104387781201,0.17135748273222481,0.021651945755242426,0.0297939305176596,0.028465649343099246,0.04845736483957384,0.04551288496124587,0.07316425990742322,0.11095006840309907,0.055410062904349064,0.03142381346594796,0.023012510199339965,0.02543132937941999
peeringDB_info_prefixes6,0.006809989933275617,0.012950845874353084,0.00512073125368896,-0.017941693225245248,0.0741668357573062,0.029775459006663934,-0.004701689837372462,0.025638504259714076,0.061502707583403655,0.038216082444136705,-0.018391544376757725,0.05674754054174465,0.012127417793606632,0.0073895000233887955,0.12327794736623035,0.10114732959780036,0.11196831824480852,0.4471867434731943,0.7080963338666215,1.0,0.10410988767334638,0.10612722758817072,0.09254490747320958,0.9921672803853139,0.09830247275055899,0.1278302452262569,0.016947879581775443,0.04165730479035937,0.01608711857629692,0.040377698596943706,0.03817251532752183,0.07102703877342988,0.10126137289251544,0.04013865072870656,0.01879252779223461,0.032726606860269625,0.03618687924301864
peeringDB_policy_general,0.3584847852217969,0.1313211785705468,0.02662099142384501,0.061253807295320456,0.37768135906525796,0.4350080474784203,0.3443855887072181,0.49824972481540436,0.3993060947676578,0.48820969537709474,0.3153673229178362,0.17619350317491247,0.13365878812525625,0.10511234530840435,0.48603865689744197,0.06297682942419444,0.49247398439853796,0.49479895491939957,0.08136096870716483,0.10410988767334638,1.0,0.6296667778782962,0.5424529737261345,0.8802615995529944,0.9724889181239548,0.1021271176932514,0.11016840589557823,0.07644350284034472,0.07519903103810367,0.14218185470525127,0.1328129576362481,0.11691775498408628,0.17597915803033393,0.07002425237508025,0.18945879395246734,0.14500017807554255,0.1662300515992133
peeringDB_ix_count,-0.3277202896229219,0.13696645317575545,0.06479092701837255,0.04406327353012333,0.49106967772940113,0.4599436521076599,0.3272897110987869,0.6189560727895698,0.5028875145002503,0.710803523034032,0.3343230506831183,0.22631358244046992,0.14444465679348126,0.08283518383114963,0.6550066379027025,0.09187679268471742,0.6702345341906174,0.6646905047065856,0.08416067875949819,0.10612722758817072,0.6296667778782962,1.0,0.6924035707815004,0.9976716682116621,0.6050280416396275,0.06298424656094077,0.11946002978866943,0.1008318913866621,0.12729657171274472,0.28590942232167726,0.2684244292939114,0.23926443023048513,0.35568937860411076,0.06856465459097143,0.177068682318913,0.205923275760501,0.24379288490732712
peeringDB_fac_count,-0.28907886298124497,0.09503050725545309,0.026824552516451317,0.09005281584508108,0.48545290495359184,0.43134444037087677,0.29812625978939955,0.5340793119355814,0.4901821007667639,0.5835066459103458,0.2884999743451783,0.1898586579251724,0.10742203459323328,0.023032364806707933,0.5741905401172763,0.12011375942726467,0.6070615031585148,0.6006154193918696,0.08880091755052308,0.09254490747320958,0.5424529737261345,0.6924035707815004,1.0,0.9968796863889776,0.5131789945398738,0.09787135561157428,0.13735044547783407,0.11650861739564562,0.13599117527422525,0.2710709935365933,0.250623961312053,0.2263191012327995,0.33043165604772956,0.07063233750203815,0.14621134694807264,0.19141374136821884,0.22363989347478466
peeringDB_created,0.5704623477522796,0.22850970720652608,0.513432457645266,0.5398626651390017,0.9144234986326985,0.767554291198787,0.5609714211101636,0.8252600337756647,0.9224403965428573,0.949359340477392,0.5641093094779633,0.29620490017686607,0.22388674656392463,0.8483642201090889,0.882297532787566,0.9221650274953067,0.882679137424458,0.882832915062988,0.9882114927405231,0.9921672803853139,0.8802615995529944,0.9976716682116621,0.9968796863889776,1.0,1.0,0.9267814648067412,0.9353286174950206,0.9459497439262379,0.8891871972573315,0.9879458103451715,0.9904344181128668,0.9859715574514166,0.9779776901890167,0.9553483701732768,0.8510238459776033,0.0,0.0
is_in_peeringDB,-0.3584861662338023,0.2581082363684928,0.02034353680947152,-0.04049840329920453,0.33620068330046443,0.41801257679463655,0.3405361771521236,0.4841930834388103,0.3651051200710764,0.46956833309743234,0.31264531776996674,0.33983491777704933,0.26336397355962393,0.09931634160992052,0.9874576272206732,0.039153784598904826,0.9934411456052517,0.9915481463724761,0.07481104387781201,0.09830247275055899,0.9724889181239548,0.6050280416396275,0.5131789945398738,1.0,1.0,0.03322394300059738,0.06566550858356188,0.04781768446777623,0.06032740894826624,0.1255435550090222,0.11365162131239705,0.10182999126454896,0.14639283608232062,0.047637419197141984,0.1537247758295978,0.29228841088660407,0.3337202749889049
AS_hegemony,-0.03660912050277036,0.0114396906742235,-0.006780468546728944,0.015375328888533638,0.21280428037283772,0.1284494434815696,0.06954681384219347,0.10107929198249842,0.17360844187293198,0.08084478198592193,0.011702683274493548,0.020929751791585485,0.011582661490645785,-0.001729590398412399,0.0417637552566981,0.46004896844487747,0.07544172381904736,0.06633254831777567,0.17135748273222481,0.1278302452262569,0.1021271176932514,0.06298424656094077,0.09787135561157428,0.9267814648067412,0.03322394300059738,1.0,0.1647124426672477,0.17447621981229677,0.04636819476654891,0.10054794676727027,0.10144639115982916,0.13079634902321843,0.4207878624539502,0.21241913276209323,0.1120061409612653,0.017803319019845595,0.022771584498455955
nb_atlas_probes_v4,-0.06650540441785553,0.03553283449853499,0.004065792821185903,0.0407937463718293,0.20304968979072802,0.14208093989252701,0.09370373415658273,0.1394221718437169,0.19241965202918432,0.13468706785645004,0.04652849267534947,0.06272355578419342,0.03610648487382445,-0.0008363058272133389,0.07949573264817662,0.09026185073683972,0.09089745367076725,0.08138625197771608,0.021651945755242426,0.016947879581775443,0.11016840589557823,0.11946002978866943,0.13735044547783407,0.9353286174950206,0.06566550858356188,0.1647124426672477,1.0,0.8704911254780155,0.18821091537465426,0.09851134824972232,0.09394617923320552,0.06454840730362316,0.1218742329247162,0.011428277375250158,0.19837138816591265,0.0342665900648262,0.04239133542193352
nb_atlas_probes_v6,-0.04450429989433454,0.024322420404670704,-0.00012742239965347858,0.028080377296934838,0.15381619730780244,0.10061076458525103,0.06444310084075881,0.10427511415089376,0.14143494703161594,0.10652986271925373,0.030242079935584247,0.05773875985364679,0.024736835562084454,0.0032848777398971607,0.05850398623987009,0.19367450491236152,0.07337415848494314,0.063018198217821,0.0297939305176596,0.04165730479035937,0.07644350284034472,0.1008318913866621,0.11650861739564562,0.9459497439262379,0.04781768446777623,0.17447621981229677,0.8704911254780155,1.0,0.18695654318959795,0.09944518075467956,0.09833326614390696,0.06332109027664481,0.20813821164190013,0.0033630275628047024,0.13155651682178116,0.02278712201626125,0.02814492271353571
nb_atlas_anchors,-0.05372373353854068,0.026744649670670056,-0.002847580447571432,0.037799481382642136,0.10885786640916902,0.09604491575844328,0.06352978375437632,0.11204693373714379,0.10926337989260436,0.12136905793861055,0.06229246969619421,0.0630046870019563,0.025306731926794248,0.001098385106644209,0.08663203983626558,0.0745321818357218,0.09711542870594579,0.09835988011603622,0.028465649343099246,0.01608711857629692,0.07519903103810367,0.12729657171274472,0.13599117527422525,0.8891871972573315,0.06032740894826624,0.04636819476654891,0.18821091537465426,0.18695654318959795,1.0,0.12208189980601147,0.1274994042187212,0.09152789009691603,0.10847502196504019,0.0035816921890246423,0.0709032799738754,0.024600943942340386,0.04417750096370999
is_ris_peer_v4,-0.09632097270460592,0.059391416895470596,0.010183542673594875,0.04416854413566352,0.2584140934609746,0.17817288562188335,0.11286535365238279,0.2831652211287538,0.2392015759845612,0.34716077987466365,0.10081487589299379,0.11492776273213791,0.06027148689839223,0.024461619122076516,0.1591011179667219,0.09202647497181211,0.19343549740461072,0.17966423378027851,0.04845736483957384,0.040377698596943706,0.14218185470525127,0.28590942232167726,0.2710709935365933,0.9879458103451715,0.1255435550090222,0.10054794676727027,0.09851134824972232,0.09944518075467956,0.12208189980601147,1.0,0.8386455260958199,0.2713721349687898,0.3668351162771356,0.0638910129986119,0.09279766323553491,0.05285372823490671,0.060511372238791536
is_ris_peer_v6,-0.08331959984121796,0.050937482864269724,0.009330635680363304,0.037962412211341515,0.2390156746860167,0.16164685039156998,0.09762089000663096,0.2552159632571456,0.2209006581805381,0.31220393132624746,0.08786100352694945,0.10200844953382412,0.05100480371838933,0.03696516719043802,0.1445602791250692,0.09615986228287039,0.18087713678978806,0.16903675522495362,0.04551288496124587,0.03817251532752183,0.1328129576362481,0.2684244292939114,0.250623961312053,0.9904344181128668,0.11365162131239705,0.10144639115982916,0.09394617923320552,0.09833326614390696,0.1274994042187212,0.8386455260958199,1.0,0.29074413450175723,0.3731955808289589,0.06507087316920275,0.08152603705120144,0.045146639890536876,0.05039227714624515
is_routeviews_peer,-0.07444819630853684,0.020981312106598943,-0.006748035405309357,0.00624196105042162,0.2334653497949613,0.16378329318927504,0.0917088795270585,0.21829175354481448,0.21281462008257607,0.26115890673677233,0.08071949245446702,0.07111162189020556,0.02459686279676834,0.007245290943386619,0.12666181999910803,0.10048138995917513,0.15156806876355983,0.14729720021161158,0.07316425990742322,0.07102703877342988,0.11691775498408628,0.23926443023048513,0.2263191012327995,0.9859715574514166,0.10182999126454896,0.13079634902321843,0.06454840730362316,0.06332109027664481,0.09152789009691603,0.2713721349687898,0.29074413450175723,1.0,0.3617106738918006,0.033702478801221035,0.056678042543123225,0.04188546694791769,0.050904425728236294
AS_rel_degree,-0.13896045296881232,0.05766512810404262,0.016309789321173614,0.06258454560307046,0.42155909975966344,0.28611506755400534,0.1722202055269225,0.3876807827054942,0.38441757754377265,0.43954032115228264,0.15142134047812172,0.09368010104815475,0.060055967405943544,-0.0021820236371945106,0.16848147933244126,0.3206711148971838,0.20952571323681085,0.2121218843527484,0.11095006840309907,0.10126137289251544,0.17597915803033393,0.35568937860411076,0.33043165604772956,0.9779776901890167,0.14639283608232062,0.4207878624539502,0.1218742329247162,0.20813821164190013,0.10847502196504019,0.3668351162771356,0.3731955808289589,0.3617106738918006,1.0,0.13467369207617513,0.11834876070792244,0.06938537257571305,0.08100197614803636
cti_top,-0.04983018435889761,0.05623832048436593,0.01740248548448541,-0.0018303868416024139,0.1656024710642678,0.12142602204297719,0.06571200123841484,0.0941805292539922,0.14825400931725236,0.07591244575208222,0.04218590738413149,0.22156961517234683,0.05875278888158317,-0.002374583941879577,0.06080764753144434,0.13742179349804495,0.10652645171721763,0.09166594090907958,0.055410062904349064,0.04013865072870656,0.07002425237508025,0.06856465459097143,0.07063233750203815,0.9553483701732768,0.047637419197141984,0.21241913276209323,0.011428277375250158,0.0033630275628047024,0.0035816921890246423,0.0638910129986119,0.06507087316920275,0.033702478801221035,0.13467369207617513,1.0,0.18347729710117433,0.02921381297666498,0.03652842718473273
cti_origin,-0.20197716069443206,0.1875718228795293,0.07198017249691928,0.03161605097988878,0.3174050549238707,0.34158456295736483,0.24155995912345077,0.23035061028737777,0.3244186788856559,0.1643647252966797,0.13535661581962835,0.4443068379943936,0.18407876959529523,-0.01194068144858143,0.1694368487962677,0.04923494624256333,0.19445234710631842,0.18026641260765208,0.03142381346594796,0.01879252779223461,0.18945879395246734,0.177068682318913,0.14621134694807264,0.8510238459776033,0.1537247758295978,0.1120061409612653,0.19837138816591265,0.13155651682178116,0.0709032799738754,0.09279766323553491,0.08152603705120144,0.056678042543123225,0.11834876070792244,0.18347729710117433,1.0,0.1153392165759813,0.14247180723832942
ASDB_C1L1,0.29079051734106864,0.2443629069386939,0.11536721950396242,0.20931139362939766,0.20391496078845703,0.2998778461061661,0.31914508338655445,0.27915646557904067,0.20787812642190287,0.2001879936677972,0.29763407849032963,0.18590338389980185,0.22699425293604134,0.06470777864067621,0.12398080048635714,0.01631201437444874,0.09762549707880823,0.1461988365238616,0.023012510199339965,0.032726606860269625,0.14500017807554255,0.205923275760501,0.19141374136821884,0.0,0.29228841088660407,0.017803319019845595,0.0342665900648262,0.02278712201626125,0.024600943942340386,0.05285372823490671,0.045146639890536876,0.04188546694791769,0.06938537257571305,0.02921381297666498,0.1153392165759813,1.0,0.775223187263968
ASDB_C1L2,0.29651643129645766,0.1971041405172456,0.10551003955676527,0.15772105516157411,0.23778170204083693,0.33073129958062625,0.3146574990898284,0.2862059453801262,0.24781122130135855,0.23430502564205197,0.24887776667039346,0.06639004450714199,0.18459222859605737,0.07963395811716681,0.1447541125918995,0.030237850457516938,0.11262665475240917,0.14096943716683877,0.02543132937941999,0.03618687924301864,0.1662300515992133,0.24379288490732712,0.22363989347478466,0.0,0.3337202749889049,0.022771584498455955,0.04239133542193352,0.02814492271353571,0.04417750096370999,0.060511372238791536,0.05039227714624515,0.050904425728236294,0.08100197614803636,0.03652842718473273,0.14247180723832942,0.775223187263968,1.0
