,2,7,6,1,3,5,0,8,9,4
179,43148,41653,NaN,52039,45005,41302,208563,20609,5006,NaN
180,48102,29605,NaN,39931,5468,31370,206813,209620,19750,NaN
181,60470,13193,NaN,513,24739,48848,49745,202539,19528,NaN
182,49377,39886,NaN,24776,58086,20626,202914,206157,3927,NaN
183,44341,33835,NaN,44097,8492,199150,51773,34760,7247,NaN
184,39927,35600,NaN,31712,51234,12552,25412,15699,3663,NaN
185,39494,203432,NaN,20712,49403,59702,211722,199652,395823,NaN
186,50289,50858,NaN,25376,16117,44769,60983,206268,27,NaN
187,50158,35393,NaN,39617,42675,23855,52075,34977,36198,NaN
188,49775,48072,NaN,2818,42708,50288,201281,198024,32425,NaN
189,51685,12826,NaN,5413,30880,34743,207151,44494,40328,NaN
190,42922,20565,NaN,33920,16375,197159,207910,39542,396507,NaN
191,35816,8399,NaN,786,41753,31725,203352,50818,30640,NaN
192,48327,41103,NaN,5378,205515,35352,199064,64444,12271,NaN
193,49478,31727,NaN,42009,44600,41709,38926,13273,15301,NaN
194,196742,25091,NaN,16353,51124,6789,203698,200836,7828,NaN
195,62094,198864,NaN,28792,198754,56649,34659,51630,21699,NaN
196,210140,198722,NaN,201971,56433,3255,44000,198060,12276,NaN
197,42695,9105,NaN,41354,47203,52212,21409,47891,37474,NaN
198,207825,25061,NaN,8676,47283,21390,49920,28768,3741,NaN
199,51929,13005,NaN,41695,35297,49588,209198,203596,36874,NaN
200,49824,13009,NaN,31708,395354,44673,21260,197732,327813,NaN
201,41360,15510,NaN,196745,11492,28681,30938,44297,NaN,NaN
202,39862,29550,NaN,3329,37519,25521,202695,199571,NaN,NaN
203,9205,59676,NaN,21334,NaN,15683,43915,198507,NaN,NaN
204,201776,43442,NaN,41075,NaN,35362,60672,53550,NaN,NaN
205,205028,6908,NaN,3244,NaN,49223,8916,50300,NaN,NaN
206,41435,20860,NaN,42953,NaN,211101,199283,9161,NaN,NaN
207,6846,39326,NaN,207141,NaN,45025,205544,35456,NaN,NaN
208,204619,12775,NaN,39650,NaN,4922,39767,49375,NaN,NaN
209,12593,51263,NaN,57497,NaN,NaN,12488,34660,NaN,NaN
210,20971,52063,NaN,48147,NaN,NaN,60610,3213,NaN,NaN
211,213024,34790,NaN,3269,NaN,NaN,8943,44176,NaN,NaN
212,53907,198781,NaN,60432,NaN,NaN,211552,21396,NaN,NaN
213,19009,62267,NaN,5396,NaN,NaN,8522,51918,NaN,NaN
214,393856,35008,NaN,41327,NaN,NaN,212485,41230,NaN,NaN
215,11381,41489,NaN,16004,NaN,NaN,51392,61337,NaN,NaN
216,25885,201773,NaN,12779,NaN,NaN,47381,208907,NaN,NaN
217,NaN,199516,NaN,137,NaN,NaN,199256,8991,NaN,NaN
218,NaN,44684,NaN,50178,NaN,NaN,16628,8248,NaN,NaN
219,NaN,36351,NaN,20912,NaN,NaN,15751,208149,NaN,NaN
220,NaN,8253,NaN,210218,NaN,NaN,23860,44651,NaN,NaN
221,NaN,200736,NaN,201333,NaN,NaN,132453,42120,NaN,NaN
222,NaN,15544,NaN,41364,NaN,NaN,133289,45609,NaN,NaN
223,NaN,8581,NaN,60798,NaN,NaN,131269,55824,NaN,NaN
224,NaN,50919,NaN,42669,NaN,NaN,17488,132933,NaN,NaN
225,NaN,201494,NaN,15605,NaN,NaN,135760,18196,NaN,NaN
226,NaN,202042,NaN,50877,NaN,NaN,4758,4755,NaN,NaN
227,NaN,5470,NaN,56472,NaN,NaN,139331,24309,NaN,NaN
228,NaN,51920,NaN,13127,NaN,NaN,18209,133982,NaN,NaN
229,NaN,28728,NaN,1103,NaN,NaN,137120,45820,NaN,NaN
230,NaN,15502,NaN,198260,NaN,NaN,45194,17625,NaN,NaN
231,NaN,42227,NaN,213279,NaN,NaN,134868,9430,NaN,NaN
232,NaN,5466,NaN,60781,NaN,NaN,45235,17465,NaN,NaN
233,NaN,13280,NaN,208751,NaN,NaN,58765,134325,NaN,NaN
234,NaN,15806,NaN,42093,NaN,NaN,17439,134341,NaN,NaN
235,NaN,39093,NaN,1133,NaN,NaN,135756,12222,NaN,NaN
236,NaN,34245,NaN,1200,NaN,NaN,131210,20794,NaN,NaN
237,NaN,44384,NaN,31673,NaN,NaN,17747,2514,NaN,NaN
238,NaN,43406,NaN,51088,NaN,NaN,134944,7679,NaN,NaN
239,NaN,62059,NaN,203993,NaN,NaN,133658,7522,NaN,NaN
240,NaN,135190,NaN,56611,NaN,NaN,31549,10013,NaN,NaN
241,NaN,8612,NaN,34612,NaN,NaN,205588,17506,NaN,NaN
242,NaN,199324,NaN,49784,NaN,NaN,44375,2907,NaN,NaN
243,NaN,28742,NaN,15693,NaN,NaN,41881,7690,NaN,NaN
244,NaN,34695,NaN,48972,NaN,NaN,60976,63771,NaN,NaN
245,NaN,57469,NaN,43350,NaN,NaN,57558,17511,NaN,NaN
246,NaN,200043,NaN,2116,NaN,NaN,16232,9824,NaN,NaN
247,NaN,16141,NaN,41164,NaN,NaN,31263,17948,NaN,NaN
248,NaN,57329,NaN,34087,NaN,NaN,12850,7514,NaN,NaN
249,NaN,9026,NaN,39029,NaN,NaN,209987,131937,NaN,NaN
250,NaN,206701,NaN,57963,NaN,NaN,203591,63774,NaN,NaN
251,NaN,28831,NaN,207788,NaN,NaN,208808,2500,NaN,NaN
252,NaN,60409,NaN,20555,NaN,NaN,202242,17518,NaN,NaN
253,NaN,25002,NaN,16342,NaN,NaN,62184,4721,NaN,NaN
254,NaN,2518,NaN,5617,NaN,NaN,4697,38635,NaN,NaN
255,NaN,4713,NaN,51155,NaN,NaN,9600,59128,NaN,NaN
256,NaN,63770,NaN,12741,NaN,NaN,7684,18126,NaN,NaN
257,NaN,9605,NaN,8308,NaN,NaN,210025,10010,NaN,NaN
258,NaN,207176,NaN,34688,NaN,NaN,134351,2501,NaN,NaN
259,NaN,43366,NaN,206186,NaN,NaN,38074,2519,NaN,NaN
260,NaN,49981,NaN,199389,NaN,NaN,35332,2504,NaN,NaN
261,NaN,15480,NaN,30851,NaN,NaN,48635,9607,NaN,NaN
262,NaN,24642,NaN,3243,NaN,NaN,35467,6905,NaN,NaN
263,NaN,25151,NaN,12353,NaN,NaN,60404,49544,NaN,NaN
264,NaN,60022,NaN,12302,NaN,NaN,59554,202625,NaN,NaN
265,NaN,49788,NaN,48161,NaN,NaN,39563,206637,NaN,NaN
266,NaN,23655,NaN,35125,NaN,NaN,206264,49586,NaN,NaN
267,NaN,132255,NaN,12668,NaN,NaN,48282,207464,NaN,NaN
268,NaN,133579,NaN,5567,NaN,NaN,39587,45475,NaN,NaN
269,NaN,12912,NaN,44050,NaN,NaN,211321,56030,NaN,NaN
270,NaN,29305,NaN,44257,NaN,NaN,198203,681,NaN,NaN
271,NaN,42490,NaN,5467,NaN,NaN,137257,134220,NaN,NaN
272,NaN,44124,NaN,24638,NaN,NaN,18199,132268,NaN,NaN
273,NaN,12324,NaN,42038,NaN,NaN,64073,135328,NaN,NaN
274,NaN,60309,NaN,42289,NaN,NaN,210104,131583,NaN,NaN
275,NaN,24848,NaN,200953,NaN,NaN,205036,64095,NaN,NaN
276,NaN,1887,NaN,35401,NaN,NaN,197892,9245,NaN,NaN
277,NaN,41026,NaN,34244,NaN,NaN,42209,5516,NaN,NaN
278,NaN,60713,NaN,45011,NaN,NaN,201814,9186,NaN,NaN
279,NaN,29007,NaN,3301,NaN,NaN,200272,33876,NaN,NaN
280,NaN,13156,NaN,35100,NaN,NaN,15457,43652,NaN,NaN
281,NaN,49941,NaN,38001,NaN,NaN,42580,39861,NaN,NaN
282,NaN,24768,NaN,29067,NaN,NaN,48112,35371,NaN,NaN
283,NaN,41494,NaN,48438,NaN,NaN,49734,44030,NaN,NaN
284,NaN,49719,NaN,8788,NaN,NaN,49169,47165,NaN,NaN
285,NaN,33871,NaN,34867,NaN,NaN,50937,34385,NaN,NaN
286,NaN,33894,NaN,34814,NaN,NaN,3267,204847,NaN,NaN
287,NaN,42518,NaN,35714,NaN,NaN,206873,9506,NaN,NaN
288,NaN,48220,NaN,12773,NaN,NaN,21017,133959,NaN,NaN
289,NaN,57084,NaN,35731,NaN,NaN,21365,133136,NaN,NaN
290,NaN,206114,NaN,34056,NaN,NaN,25159,135014,NaN,NaN
291,NaN,1880,NaN,8779,NaN,NaN,29182,5738,NaN,NaN
292,NaN,31337,NaN,28773,NaN,NaN,41771,11427,NaN,NaN
293,NaN,34622,NaN,50012,NaN,NaN,211613,33097,NaN,NaN
294,NaN,56300,NaN,50392,NaN,NaN,200350,8047,NaN,NaN
295,NaN,4844,NaN,41096,NaN,NaN,51255,1289,NaN,NaN
296,NaN,18106,NaN,39422,NaN,NaN,29329,40098,NaN,NaN
297,NaN,209792,NaN,1820,NaN,NaN,9111,11090,NaN,NaN
298,NaN,21500,NaN,50633,NaN,NaN,29497,23473,NaN,NaN
299,NaN,51943,NaN,209,NaN,NaN,50418,11426,NaN,NaN
300,NaN,15497,NaN,2914,NaN,NaN,34038,21928,NaN,NaN
301,NaN,48756,NaN,10745,NaN,NaN,56981,26830,NaN,NaN
302,NaN,196957,NaN,37680,NaN,NaN,197695,52,NaN,NaN
303,NaN,46562,NaN,NaN,NaN,NaN,197331,46416,NaN,NaN
304,NaN,16591,NaN,NaN,NaN,NaN,201430,397412,NaN,NaN
305,NaN,22342,NaN,NaN,NaN,NaN,47626,395257,NaN,NaN
306,NaN,11776,NaN,NaN,NaN,NaN,33962,33363,NaN,NaN
307,NaN,27364,NaN,NaN,NaN,NaN,50979,200386,NaN,NaN
308,NaN,30600,NaN,NaN,NaN,NaN,41691,30298,NaN,NaN
309,NaN,30607,NaN,NaN,NaN,NaN,9123,19165,NaN,NaN
310,NaN,30036,NaN,NaN,NaN,NaN,58317,16,NaN,NaN
311,NaN,46293,NaN,NaN,NaN,NaN,200460,4385,NaN,NaN
312,NaN,19108,NaN,NaN,NaN,NaN,2843,33588,NaN,NaN
313,NaN,36149,NaN,NaN,NaN,NaN,51132,3,NaN,NaN
314,NaN,10242,NaN,NaN,NaN,NaN,135134,7795,NaN,NaN
315,NaN,32329,NaN,NaN,NaN,NaN,37989,29962,NaN,NaN
316,NaN,11051,NaN,NaN,NaN,NaN,59253,398355,NaN,NaN
317,NaN,6181,NaN,NaN,NaN,NaN,41871,17378,NaN,NaN
318,NaN,7029,NaN,NaN,NaN,NaN,39762,7753,NaN,NaN
319,NaN,1246,NaN,NaN,NaN,NaN,31069,6510,NaN,NaN
320,NaN,237,NaN,NaN,NaN,NaN,57049,13781,NaN,NaN
321,NaN,54613,NaN,NaN,NaN,NaN,61344,14430,NaN,NaN
322,NaN,18779,NaN,NaN,NaN,NaN,43380,54858,NaN,NaN
323,NaN,63311,NaN,NaN,NaN,NaN,61297,19653,NaN,NaN
324,NaN,6373,NaN,NaN,NaN,NaN,32890,4474,NaN,NaN
325,NaN,267,NaN,NaN,NaN,NaN,6134,217,NaN,NaN
326,NaN,37199,NaN,NaN,NaN,NaN,8029,393552,NaN,NaN
327,NaN,327750,NaN,NaN,NaN,NaN,299,3676,NaN,NaN
328,NaN,11845,NaN,NaN,NaN,NaN,15011,10838,NaN,NaN
329,NaN,37457,NaN,NaN,NaN,NaN,17306,7850,NaN,NaN
330,NaN,328114,NaN,NaN,NaN,NaN,3130,11525,NaN,NaN
331,NaN,37520,NaN,NaN,NaN,NaN,13807,23316,NaN,NaN
332,NaN,15022,NaN,NaN,NaN,NaN,23481,4,NaN,NaN
333,NaN,16637,NaN,NaN,NaN,NaN,2552,35891,NaN,NaN
334,NaN,328039,NaN,NaN,NaN,NaN,394972,15088,NaN,NaN
335,NaN,NaN,NaN,NaN,NaN,NaN,397990,31978,NaN,NaN
336,NaN,NaN,NaN,NaN,NaN,NaN,207609,40764,NaN,NaN
337,NaN,NaN,NaN,NaN,NaN,NaN,15108,12177,NaN,NaN
338,NaN,NaN,NaN,NaN,NaN,NaN,64230,53591,NaN,NaN
339,NaN,NaN,NaN,NaN,NaN,NaN,10364,55,NaN,NaN
340,NaN,NaN,NaN,NaN,NaN,NaN,212647,20057,NaN,NaN
341,NaN,NaN,NaN,NaN,NaN,NaN,23089,104,NaN,NaN
342,NaN,NaN,NaN,NaN,NaN,NaN,53488,63479,NaN,NaN
343,NaN,NaN,NaN,NaN,NaN,NaN,19045,59,NaN,NaN
344,NaN,NaN,NaN,NaN,NaN,NaN,5078,395853,NaN,NaN
345,NaN,NaN,NaN,NaN,NaN,NaN,14618,33083,NaN,NaN
346,NaN,NaN,NaN,NaN,NaN,NaN,62642,18516,NaN,NaN
347,NaN,NaN,NaN,NaN,NaN,NaN,15165,46690,NaN,NaN
348,NaN,NaN,NaN,NaN,NaN,NaN,26457,395748,NaN,NaN
349,NaN,NaN,NaN,NaN,NaN,NaN,393522,393275,NaN,NaN
350,NaN,NaN,NaN,NaN,NaN,NaN,62759,14773,NaN,NaN
351,NaN,NaN,NaN,NaN,NaN,NaN,40285,12119,NaN,NaN
352,NaN,NaN,NaN,NaN,NaN,NaN,23118,397142,NaN,NaN
353,NaN,NaN,NaN,NaN,NaN,NaN,31841,42615,NaN,NaN
354,NaN,NaN,NaN,NaN,NaN,NaN,396362,29933,NaN,NaN
355,NaN,NaN,NaN,NaN,NaN,NaN,137909,33182,NaN,NaN
356,NaN,NaN,NaN,NaN,NaN,NaN,201106,22458,NaN,NaN
357,NaN,NaN,NaN,NaN,NaN,NaN,55286,395662,NaN,NaN
358,NaN,NaN,NaN,NaN,NaN,NaN,25,11215,NaN,NaN
359,NaN,NaN,NaN,NaN,NaN,NaN,12110,10381,NaN,NaN
360,NaN,NaN,NaN,NaN,NaN,NaN,23483,13969,NaN,NaN
361,NaN,NaN,NaN,NaN,NaN,NaN,394380,328137,NaN,NaN
362,NaN,NaN,NaN,NaN,NaN,NaN,55145,37315,NaN,NaN
363,NaN,NaN,NaN,NaN,NaN,NaN,60011,22355,NaN,NaN
364,NaN,NaN,NaN,NaN,NaN,NaN,30707,36937,NaN,NaN
365,NaN,NaN,NaN,NaN,NaN,NaN,11114,328262,NaN,NaN
366,NaN,NaN,NaN,NaN,NaN,NaN,212047,327987,NaN,NaN
367,NaN,NaN,NaN,NaN,NaN,NaN,26292,327794,NaN,NaN
368,NaN,NaN,NaN,NaN,NaN,NaN,53755,328049,NaN,NaN
369,NaN,NaN,NaN,NaN,NaN,NaN,395954,327935,NaN,NaN
370,NaN,NaN,NaN,NaN,NaN,NaN,209864,NaN,NaN,NaN
371,NaN,NaN,NaN,NaN,NaN,NaN,3912,NaN,NaN,NaN
372,NaN,NaN,NaN,NaN,NaN,NaN,11607,NaN,NaN,NaN
373,NaN,NaN,NaN,NaN,NaN,NaN,20135,NaN,NaN,NaN
374,NaN,NaN,NaN,NaN,NaN,NaN,396969,NaN,NaN,NaN
375,NaN,NaN,NaN,NaN,NaN,NaN,17210,NaN,NaN,NaN
376,NaN,NaN,NaN,NaN,NaN,NaN,2152,NaN,NaN,NaN
377,NaN,NaN,NaN,NaN,NaN,NaN,398065,NaN,NaN,NaN
378,NaN,NaN,NaN,NaN,NaN,NaN,15142,NaN,NaN,NaN
379,NaN,NaN,NaN,NaN,NaN,NaN,32160,NaN,NaN,NaN
380,NaN,NaN,NaN,NaN,NaN,NaN,30041,NaN,NaN,NaN
381,NaN,NaN,NaN,NaN,NaN,NaN,7203,NaN,NaN,NaN
382,NaN,NaN,NaN,NaN,NaN,NaN,31863,NaN,NaN,NaN
383,NaN,NaN,NaN,NaN,NaN,NaN,396190,NaN,NaN,NaN
384,NaN,NaN,NaN,NaN,NaN,NaN,35913,NaN,NaN,NaN
385,NaN,NaN,NaN,NaN,NaN,NaN,30633,NaN,NaN,NaN
386,NaN,NaN,NaN,NaN,NaN,NaN,7377,NaN,NaN,NaN
387,NaN,NaN,NaN,NaN,NaN,NaN,3842,NaN,NaN,NaN
388,NaN,NaN,NaN,NaN,NaN,NaN,13490,NaN,NaN,NaN
389,NaN,NaN,NaN,NaN,NaN,NaN,19331,NaN,NaN,NaN
390,NaN,NaN,NaN,NaN,NaN,NaN,396878,NaN,NaN,NaN
391,NaN,NaN,NaN,NaN,NaN,NaN,17310,NaN,NaN,NaN
392,NaN,NaN,NaN,NaN,NaN,NaN,19693,NaN,NaN,NaN
393,NaN,NaN,NaN,NaN,NaN,NaN,11317,NaN,NaN,NaN
394,NaN,NaN,NaN,NaN,NaN,NaN,393886,NaN,NaN,NaN
395,NaN,NaN,NaN,NaN,NaN,NaN,27611,NaN,NaN,NaN
396,NaN,NaN,NaN,NaN,NaN,NaN,11402,NaN,NaN,NaN
397,NaN,NaN,NaN,NaN,NaN,NaN,7896,NaN,NaN,NaN
398,NaN,NaN,NaN,NaN,NaN,NaN,14383,NaN,NaN,NaN
399,NaN,NaN,NaN,NaN,NaN,NaN,29802,NaN,NaN,NaN
400,NaN,NaN,NaN,NaN,NaN,NaN,2698,NaN,NaN,NaN
401,NaN,NaN,NaN,NaN,NaN,NaN,37236,NaN,NaN,NaN
402,NaN,NaN,NaN,NaN,NaN,NaN,327849,NaN,NaN,NaN
